,Restaurant,Category,Types,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
290,Mcdonalds,sides,snacks & sides,Fruit ‘n Yogurt Parfait,210,6,40,75.0,28.0
291,Mcdonalds,sides,snacks & sides,Small French Fires,230,3,29,160.0,0.0
292,Mcdonalds,sides,snacks & sides,Fruit ‘n Yogurt Parfait with Chobani,120,8,21,50.0,15.0
293,Mcdonalds,sides,snacks & sides,Apple Slices,15,0,4,0.0,3.0
294,Mcdonalds,sides,snacks & sides,Side Salad,15,1,3,15.0,1.0
295,Mcdonalds,sides,snacks & sides,Large French Fries,510,7,66,350.0,0.0
296,Mcdonalds,sides,snacks & sides,Kids Fries,110,1,15,80.0,0.0
297,Mcdonalds,sides,snacks & sides,Ranch Snack Wrap (Buttermilk Crispy),380,16,34,830.0,2.0
298,Mcdonalds,sides,snacks & sides,Ranch Snack Wrap (Grilled),300,21,25,890.0,2.0
299,Mcdonalds,sides,snacks & sides,Mac Snack Wrap,340,15,26,660.0,2.0
300,Mcdonalds,sides,snacks & sides,Go-GURT Strawberry Flavored Low Fat Yogurt Tube,45,2,7,30.0,5.0
301,Mcdonalds,sides,snacks & sides,Mozzarella Sticks (3 piece),190,8,18,460.0,1.0
302,Mcdonalds,sides,snacks & sides,Basket of Fries,670,8,87,460.0,1.0
303,Mcdonalds,sides,snacks & sides,Pineapple Side,60,1,15,0.0,11.0
304,Mcdonalds,sides,snacks & sides,Popcorn (large),500,6,45,1250.0,0.0
305,Mcdonalds,sides,snacks & sides,Medium French Fries,340,4,44,230.0,0.0
306,Mcdonalds,sides,snacks & sides,Portuguese Sausage Side Order,220,10,2,570.0,1.0
307,Mcdonalds,sides,snacks & sides,Saimin,240,10,45,610.0,2.0
308,Mcdonalds,sides,snacks & sides,Popcorn (small),230,3,21,580.0,0.0
309,Mcdonalds,sides,snacks & sides,McCheddar Potato Bites (8 piece),270,6,31,710.0,2.0
310,Mcdonalds,sides,snacks & sides,Gourmet Twist Hot Pretzel with Butter Salt,450,12,85,960.0,3.0
311,Mcdonalds,sides,snacks & sides,Plain Gourmet Pretzel Twist,440,12,85,460.0,3.0
312,Mcdonalds,sides,snacks & sides,Gourmet Twist Hot Pretzel with Butter,450,12,85,460.0,3.0
313,Mcdonalds,sides,snacks & sides,Gilroy Garlic Fries (Large),550,10,67,530.0,0.0
314,Mcdonalds,sides,snacks & sides,Fruit ‘N Yogurt Parfait (Large),300,8,58,95.0,45.0
315,Mcdonalds,sides,snacks & sides,Cheese Curds,440,24,18,970.0,1.0
316,Mcdonalds,sides,snacks & sides,Minute Made Fruit Punch Slushie (Large),300,0,80,25.0,78.0
317,Mcdonalds,sides,snacks & sides,Minute Maide Fruit Punch Slushie (Medium),210,0,58,20.0,56.0
318,Mcdonalds,sides,snacks & sides,Cinnamon Sugar Donut Sticks 1/2 Dozen (6 piece),280,6,34,260.0,9.0
319,Mcdonalds,sides,snacks & sides,Cinnamon Sugar Donut Sticks Dozen (12 piece),560,12,68,520.0,18.0
320,Mcdonalds,sides,snacks & sides,French Fires (Large) Compostable Packaging,470,6,61,330.0,0.0
321,Mcdonalds,sides,snacks & sides,French Fires (Medium) Compostable Packaging,380,5,49,260.0,0.0
322,Mcdonalds,sides,snacks & sides,Hot Caramel Sundae Compostable Packaging,340,7,54,140.0,38.0
323,Mcdonalds,sides,snacks & sides,Strawberry Sundae Compostable Packaging,270,6,43,75.0,38.0
324,Mcdonalds,sides,snacks & sides,Minute Maid Blue Raspberry Slushie (Large),340,0,92,25.0,89.0
325,Mcdonalds,sides,snacks & sides,Minute Maid Blue Raspberry Slushie (Small),190,0,51,15.0,50.0
326,Mcdonalds,sides,snacks & sides,Minute Maid Blue Raspberry Slushie (Medium),240,0,66,20.0,64.0
327,Mcdonalds,sides,snacks & sides,Cheesy Bacon Fries,560,15,53,1270.0,5.0
328,Mcdonalds,sides,snacks & sides,Minute Maid Swet Peach Slushie (Medium),230,0,62,20.0,60.0
329,Mcdonalds,sides,snacks & sides,Minute Maid Swet Peach Slushie (Small),180,0,48,15.0,47.0
330,Mcdonalds,sides,snacks & sides,Minute Maid Swet Peach Slushie (Large),320,0,87,30.0,84.0
332,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Large),0,0,0,75.0,0.0
333,Mcdonalds,beverages,beverages,Minute Maide Lemonade (Extra Small),30,0,9,15.0,8.0
334,Mcdonalds,beverages,beverages,Chocolate Shake (Small),530,12,87,260.0,74.0
335,Mcdonalds,beverages,beverages,Vanilla Shake (Small),490,11,79,230.0,59.0
336,Mcdonalds,beverages,beverages,Strawberry Shake (Small),500,12,80,190.0,71.0
337,Mcdonalds,beverages,beverages,Egg Nog Shake (Small),450,10,74,160.0,63.0
338,Mcdonalds,beverages,beverages,Hot Chocolate (Small),430,14,56,210.0,52.0
339,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Extra Small),0,0,0,30.0,0.0
340,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Medium),0,0,0,55.0,0.0
341,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Small),0,0,0,40.0,0.0
342,Mcdonalds,beverages,beverages,Iced Coffee (Large),260,3,45,90.0,42.0
343,Mcdonalds,beverages,beverages,Iced Coffee (Medium),180,2,30,65.0,28.0
344,Mcdonalds,beverages,beverages,Fat Free Chocolate Milk Jug,130,9,23,135.0,22.0
345,Mcdonalds,beverages,beverages,Dasani Water,0,0,0,0.0,0.0
346,Mcdonalds,beverages,beverages,1% Low Fat Milk Jug,100,8,12,125.0,12.0
347,Mcdonalds,beverages,beverages,Coca-Cola (Small),150,0,39,40.0,39.0
348,Mcdonalds,beverages,beverages,Diet Coke (Small),0,0,0,10.0,0.0
349,Mcdonalds,beverages,beverages,Dr Pepper (Small),140,0,38,50.0,37.0
350,Mcdonalds,beverages,beverages,Diet Dr Pepper (Small),0,0,0,25.0,0.0
351,Mcdonalds,beverages,beverages,Sprite (Small),140,0,35,70.0,35.0
352,Mcdonalds,beverages,beverages,Iced Tea (Small),0,0,0,10.0,0.0
353,Mcdonalds,beverages,beverages,Sweet Tea (Small),90,0,21,15.0,21.0
354,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Small),25,0,6,25.0,6.0
355,Mcdonalds,beverages,beverages,Sweet Tea (Medium),110,0,28,20.0,28.0
356,Mcdonalds,beverages,beverages,Coca-Cola (Extra Small),110,0,31,35.0,31.0
357,Mcdonalds,beverages,beverages,Coca-Cola (Large),290,0,80,85.0,80.0
358,Mcdonalds,beverages,beverages,Coca-Cola (Medium),220,0,59,55.0,59.0
359,Mcdonalds,beverages,beverages,Diet Coke (Extra Small),0,0,0,10.0,0.0
360,Mcdonalds,beverages,beverages,Diet Coke (Large),0,0,0,20.0,0.0
361,Mcdonalds,beverages,beverages,Diet Coke (Medium),0,0,0,15.0,0.0
362,Mcdonalds,beverages,beverages,Diet Dr Pepper (Extra Small),0,0,0,15.0,0.0
363,Mcdonalds,beverages,beverages,Diet Dr Pepper (Large),0,0,0,45.0,0.0
364,Mcdonalds,beverages,beverages,Diet Dr Pepper (Medium),0,0,0,35.0,0.0
365,Mcdonalds,beverages,beverages,Dr Pepper (Extra Small),100,0,27,35.0,27.0
366,Mcdonalds,beverages,beverages,Dr Pepper (Large),280,0,75,90.0,73.0
367,Mcdonalds,beverages,beverages,Dr Pepper (Medium),200,0,54,65.0,53.0
368,Mcdonalds,beverages,beverages,Iced Tea (Extra Small),0,0,0,10.0,0.0
369,Mcdonalds,beverages,beverages,Iced Tea (Large),5,1,0,20.0,0.0
370,Mcdonalds,beverages,beverages,Iced Tea (Medium),0,1,0,15.0,0.0
371,Mcdonalds,beverages,beverages,Minute Maid Orange Juice (Large),280,4,65,5.0,58.0
372,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Extra Small),20,0,5,20.0,5.0
373,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Large),45,0,12,50.0,12.0
374,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Medium),35,0,9,35.0,9.0
375,Mcdonalds,beverages,beverages,Sprite (Extra Small),90,0,27,50.0,27.0
376,Mcdonalds,beverages,beverages,Sprite (Large),230,0,69,130.0,69.0
377,Mcdonalds,beverages,beverages,Sprite (Medium),170,0,51,95.0,51.0
378,Mcdonalds,beverages,beverages,Sweet Tea (Extra Large),60,0,15,10.0,15.0
379,Mcdonalds,beverages,beverages,Sweet Tea (Large),160,1,38,25.0,38.0
380,Mcdonalds,beverages,beverages,Red Flash (Extra Small),35,0,9,10.0,9.0
381,Mcdonalds,beverages,beverages,Red Flash (Small),45,0,12,10.0,12.0
382,Mcdonalds,beverages,beverages,Red Flash (Medium),70,0,17,15.0,17.0
383,Mcdonalds,beverages,beverages,Red Flash (Large),90,0,23,20.0,23.0
384,Mcdonalds,beverages,beverages,Iced Classic Lemonade (Small),100,0,25,10.0,21.0
385,Mcdonalds,beverages,beverages,Iced Classic Lemonade (Medium),130,0,32,15.0,28.0
386,Mcdonalds,beverages,beverages,Iced Classic Lemonade (Large),170,1,43,15.0,37.0
387,Mcdonalds,beverages,beverages,Iced Strawberry Lemonade (Small),120,1,33,10.0,28.0
388,Mcdonalds,beverages,beverages,Iced Strawberry Lemonade (Medium),160,1,43,15.0,37.0
389,Mcdonalds,beverages,beverages,Iced Strawberry Lemonade (Large),220,1,57,20.0,50.0
390,Mcdonalds,beverages,beverages,Fanta Grape (Medium),70,0,19,15.0,19.0
391,Mcdonalds,beverages,beverages,Fanta Grape (Medium) No Ice,90,0,23,20.0,23.0
392,Mcdonalds,beverages,beverages,Sprite Zero (Extra Small) No Ice,0,0,0,10.0,0.0
393,Mcdonalds,beverages,beverages,Sprite Zero (Extra Small),0,0,0,10.0,0.0
394,Mcdonalds,beverages,beverages,Vitamin Water XXX Zero (Small),0,0,0,10.0,0.0
395,Mcdonalds,beverages,beverages,Blue Raspberry ICEE,130,0,34,60.0,34.0
396,Mcdonalds,beverages,beverages,Orange Crush (Large),310,0,84,95.0,83.0
397,Mcdonalds,beverages,beverages,DO NOT USE Fanta Orange (Large) No Ice,410,0,112,90.0,110.0
398,Mcdonalds,beverages,beverages,Dr Pepper (Medium) No Ice,70,0,19,20.0,19.0
399,Mcdonalds,beverages,beverages,Diet Coke (Large) No Ice,0,0,0,125.0,0.0
400,Mcdonalds,beverages,beverages,Orange Crush (Extra Small) No Ice,160,0,44,45.0,43.0
401,Mcdonalds,beverages,beverages,Orange Crush (Extra Small),110,0,31,35.0,30.0
402,Mcdonalds,beverages,beverages,Diet Dr Pepper (Large) No Ice,0,0,0,50.0,0.0
403,Mcdonalds,beverages,beverages,Barq’s Root Beer (Large) No Ice,120,0,33,25.0,33.0
404,Mcdonalds,beverages,beverages,Barq’s Root Beer (Large),90,0,25,20.0,25.0
405,Mcdonalds,beverages,beverages,Fanta Strawberry (Small) No Ice,230,0,60,70.0,59.0
406,Mcdonalds,beverages,beverages,Fanta Strawberry (Small),50,0,14,10.0,14.0
407,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Large),0,0,0,20.0,0.0
408,Mcdonalds,beverages,beverages,Dr Pepper (Large) No Ice,100,0,28,25.0,27.0
409,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Large) No Ice,0,0,0,25.0,0.0
410,Mcdonalds,beverages,beverages,Sprite (Large) No Ice,370,0,97,170.0,95.0
411,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Small),40,0,12,25.0,11.0
412,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Small) No Ice,60,0,16,30.0,15.0
413,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Small),0,0,1,10.0,0.0
414,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Small) No Ice,0,0,1,15.0,0.0
415,Mcdonalds,beverages,beverages,Minute Maid Orange Juice (Small),150,2,36,0.0,32.0
416,Mcdonalds,beverages,beverages,Barq’s Root Beer (Small) No Ice,60,0,18,15.0,18.0
417,Mcdonalds,beverages,beverages,Barq’s Root Beer (Small),50,0,13,10.0,13.0
418,Mcdonalds,beverages,beverages,Fanta Grape (Large) No Ice,120,0,33,25.0,33.0
419,Mcdonalds,beverages,beverages,Fanta Grape (Large),100,0,25,20.0,25.0
420,Mcdonalds,beverages,beverages,Vitamin Water XXX Zero (Extra Small),0,0,0,10.0,0.0
421,Mcdonalds,beverages,beverages,Fanta Grape (Small),50,0,13,10.0,13.0
422,Mcdonalds,beverages,beverages,Fanta Grape (Small) No Ice,230,0,59,70.0,58.0
423,Mcdonalds,beverages,beverages,Red Flash (Large) No Ice,110,0,31,25.0,31.0
424,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Extra Small) No Ice,0,0,0,40.0,0.0
425,Mcdonalds,beverages,beverages,Sprite Zero (Large),0,0,0,20.0,0.0
426,Mcdonalds,beverages,beverages,Sprite Zero (Large) No Ice,0,0,0,25.0,0.0
427,Mcdonalds,beverages,beverages,Vitamin Water XXX Zero (Medium),0,0,0,15.0,0.0
428,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Small) No Ice,35,0,9,15.0,9.0
429,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Small),25,0,7,10.0,7.0
430,Mcdonalds,beverages,beverages,Red Flash (Extra Small) No Ice,45,0,12,10.0,12.0
431,Mcdonalds,beverages,beverages,Diet Coke (Small) No Ice,0,0,0,65.0,0.0
432,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Small) No Ice,120,0,57,70.0,56.0
433,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Small),160,0,43,15.0,43.0
434,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Large) No Ice,0,0,0,100.0,0.0
435,Mcdonalds,beverages,beverages,Coca-Cola (Medium) No Ice,80,0,21,20.0,21.0
436,Mcdonalds,beverages,beverages,Diet Dr Pepper (Medium) No Ice,0,0,0,35.0,0.0
437,Mcdonalds,beverages,beverages,Dr Pepper (Small) No Ice,50,0,15,15.0,14.0
438,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Medium) No Ice,280,0,75,90.0,73.0
439,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Medium),230,0,62,20.0,62.0
440,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Large) No Ice,110,0,29,55.0,28.0
441,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Large),80,0,22,45.0,21.0
442,Mcdonalds,beverages,beverages,Orange Crush (Small),160,0,43,50.0,42.0
443,Mcdonalds,beverages,beverages,Orange Crush (Small) No Ice,220,0,59,65.0,58.0
444,Mcdonalds,beverages,beverages,Fanta Strawberry (Extra Small),35,0,10,10.0,10.0
445,Mcdonalds,beverages,beverages,Fanta Strawberry (Extra Small) No Ice,170,0,45,55.0,44.0
446,Mcdonalds,beverages,beverages,Sprite (Medium) No Ice,260,0,68,120.0,67.0
447,Mcdonalds,beverages,beverages,Blue Raspberry ICEE (Medium),170,0,44,80.0,44.0
448,Mcdonalds,beverages,beverages,Minute Maid Orange Juice (Medium),200,3,45,0.0,41.0
449,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Medium),0,0,1,15.0,0.0
450,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Medium) No Ice,0,0,1,20.0,0.0
451,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Medium) No Ice,45,0,11,45.0,11.0
452,Mcdonalds,beverages,beverages,Fanta Grape (Extra Small),35,0,10,10.0,10.0
453,Mcdonalds,beverages,beverages,Fanta Grape (Extra Small) No Ice,170,0,44,55.0,43.0
454,Mcdonalds,beverages,beverages,Coke ICEE (Medium),170,0,47,70.0,47.0
455,Mcdonalds,beverages,beverages,Coca-Cola (Large) No Ice,110,0,30,25.0,30.0
456,Mcdonalds,beverages,beverages,Diet Dr Pepper (Small) No Ice,0,0,0,25.0,0.0
457,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Extra Small),20,0,5,10.0,5.0
458,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Extra Small) No Ice,25,0,7,10.0,7.0
459,Mcdonalds,beverages,beverages,Wild Cherry ICEE (Small),130,0,34,60.0,34.0
460,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Medium) No Ice,70,0,20,40.0,19.0
461,Mcdonalds,beverages,beverages,Minute Maid Lemonade (Medium),60,0,17,30.0,16.0
462,Mcdonalds,beverages,beverages,Iced Tea (Gallon),40,5,0,75.0,0.0
463,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Large) No Ice,400,0,108,125.0,104.0
464,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Large),320,0,85,30.0,85.0
465,Mcdonalds,beverages,beverages,1% Low Fat Milk Jug California,130,11,16,160.0,15.0
466,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Extra Small) No Ice,25,0,6,25.0,6.0
467,Mcdonalds,beverages,beverages,Mello Yello (Extra Small),35,0,9,10.0,9.0
468,Mcdonalds,beverages,beverages,Mello Yello (Extra Small) No Ice,45,0,12,10.0,12.0
469,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Large) No Ice,110,0,33,25.0,33.0
470,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Large),90,0,25,20.0,25.0
471,Mcdonalds,beverages,beverages,Mello Yello (Small),45,0,12,10.0,12.0
472,Mcdonalds,beverages,beverages,Mello Yello (Small) No Ice,60,0,17,15.0,17.0
473,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Small) No Ice,60,0,18,15.0,18.0
474,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Small),45,0,13,10.0,13.0
475,Mcdonalds,beverages,beverages,Red Flash (Small) No Ice,60,0,16,15.0,16.0
476,Mcdonalds,beverages,beverages,Mello Yello (Medium) No Ice,80,0,22,20.0,22.0
477,Mcdonalds,beverages,beverages,Mello Yello (Medium),70,0,18,15.0,18.0
478,Mcdonalds,beverages,beverages,Minute Maid Fruit Punch (Extra Small) No Ice,160,0,43,50.0,42.0
479,Mcdonalds,beverages,beverages,Minute Maid Strawberry Punch (Extra Small),120,0,31,10.0,31.0
480,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Extra Small) No Ice,45,0,13,10.0,13.0
481,Mcdonalds,beverages,beverages,Diet Coke (Extra Small) No Ice,0,0,0,50.0,0.0
482,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Extra Small),35,0,10,10.0,10.0
483,Mcdonalds,beverages,beverages,Fanta Strawberry (Medium) No Ice,300,0,78,95.0,77.0
484,Mcdonalds,beverages,beverages,Fanta Strawberry (Medium),70,0,19,15.0,19.0
485,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Small),0,0,0,10.0,0.0
486,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Small) No Ice,0,0,0,15.0,0.0
487,Mcdonalds,beverages,beverages,Coke ICEE (Small),130,0,35,55.0,35.0
488,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Medium),70,0,19,15.0,19.0
489,Mcdonalds,beverages,beverages,Fanta Fruit Punch (Medium) No Ice,80,0,23,20.0,23.0
490,Mcdonalds,beverages,beverages,Sprite Zero (Medium) No Ice,0,0,0,20.0,0.0
491,Mcdonalds,beverages,beverages,Sprite Zero (Medium),180,0,45,80.0,45.0
492,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Large) No Ice,60,0,16,65.0,16.0
493,Mcdonalds,beverages,beverages,Sprite Zero (Small) No Ice,0,0,0,15.0,0.0
494,Mcdonalds,beverages,beverages,Sprite Zero (Small),0,0,0,10.0,0.0
495,Mcdonalds,beverages,beverages,Fanta Strawberry (Large) No Ice,430,0,112,135.0,110.0
496,Mcdonalds,beverages,beverages,Fanta Strawberry (Large),90,0,26,20.0,26.0
497,Mcdonalds,beverages,beverages,Barq’s Root Beer (Medium),70,0,19,15.0,19.0
498,Mcdonalds,beverages,beverages,Barq’s Root Beer (Medium) No Ice,90,0,23,20.0,23.0
499,Mcdonalds,beverages,beverages,Wild Cherry ICEE (Medium),180,0,45,80.0,45.0
500,Mcdonalds,beverages,beverages,Vitamin Water XXX Zero (Large),0,0,0,20.0,1.0
501,Mcdonalds,beverages,beverages,Diet Dr Pepper (Extra Small) No Ice,0,0,0,20.0,0.0
502,Mcdonalds,beverages,beverages,Orange Crush (Medium) No Ice,290,0,77,80.0,76.0
503,Mcdonalds,beverages,beverages,Orange Crush (Medium),230,0,61,70.0,60.0
504,Mcdonalds,beverages,beverages,Coca-Cola (Extra Small) No Ice,45,0,12,10.0,12.0
505,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Medium),35,0,10,15.0,10.0
506,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Medium) No Ice,45,0,12,20.0,12.0
507,Mcdonalds,beverages,beverages,POWERADE Mountain Berry Blast (Small) No Ice,35,0,9,35.0,9.0
508,Mcdonalds,beverages,beverages,Sprite (Extra Small) No Ice,150,0,39,70.0,38.0
509,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Small) No Ice,0,0,0,55.0,0.0
510,Mcdonalds,beverages,beverages,Red Flash (Medium) No Ice,80,0,21,20.0,21.0
511,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Extra Small),0,0,0,10.0,0.0
512,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Extra Small) No Ice,0,0,1,10.0,0.0
513,Mcdonalds,beverages,beverages,Dr Pepper (Extra Small) No Ice,40,0,11,10.0,11.0
514,Mcdonalds,beverages,beverages,Coca-Cola Zero Sugar (Medium) No Ice,0,0,0,70.0,0.0
515,Mcdonalds,beverages,beverages,Coca-Cola (Small) No Ice,60,0,16,15.0,16.0
516,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Extra Small),0,0,0,10.0,0.0
517,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Extra Small) No Ice,0,0,0,10.0,0.0
518,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Large),0,0,1,20.0,0.0
519,Mcdonalds,beverages,beverages,Minute Maid Light Lemonade (Large) No Ice,0,0,1,25.0,0.0
520,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Medium),0,0,0,15.0,0.0
521,Mcdonalds,beverages,beverages,Caffeine Free Diet Coke (Medium) No Ice,0,0,0,20.0,0.0
522,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Large) No Ice,60,0,17,25.0,17.0
523,Mcdonalds,beverages,beverages,FUZE Raspberry Tea (Large),50,0,13,20.0,13.0
524,Mcdonalds,beverages,beverages,Sprite (Small) No Ice,200,0,51,90.0,51.0
525,Mcdonalds,beverages,beverages,Mello Yello (Large) No Ice,120,0,31,25.0,31.0
526,Mcdonalds,beverages,beverages,Mello Yello (Large),90,0,24,20.0,24.0
527,Mcdonalds,beverages,beverages,Barq’s Root Beer (Extra Small),35,0,10,15.0,10.0
528,Mcdonalds,beverages,beverages,Barq’s Root Beer (Extra Small) No Ice,50,0,13,10.0,13.0
529,Mcdonalds,beverages,beverages,Minute Maid Orange Juice (Value),110,2,27,0.0,24.0
530,Mcdonalds,beverages,beverages,Diet Coke (Medium) No Ice,0,0,0,20.0,0.0
531,Mcdonalds,beverages,beverages,Coke ICEE (Large),240,0,67,100.0,67.0
532,Mcdonalds,beverages,beverages,Wild Cherry ICEE (Large),250,0,64,115.0,64.0
533,Mcdonalds,beverages,beverages,Blue Raspberry ICEE (Large),240,0,63,115.0,63.0
534,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Medium),60,0,15,20.0,15.0
535,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Medium) No Ice,70,0,19,25.0,19.0
536,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Extra Small) No Ice,40,0,11,15.0,11.0
537,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Extra Small),30,0,8,10.0,8.0
538,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Small),40,0,11,15.0,11.0
539,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Small) No Ice,50,0,15,20.0,15.0
540,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Large),80,0,21,30.0,21.0
541,Mcdonalds,beverages,beverages,Vernor’s Ginger Ale (Large) No Ice,100,0,28,35.0,27.0
542,Mcdonalds,beverages,beverages,Frozen Fanta Blue Raspberry (Medium),130,0,34,60.0,34.0
543,Mcdonalds,beverages,beverages,Frozen Fanta Blue Raspberry (Small),90,0,25,45.0,25.0
544,Mcdonalds,beverages,beverages,Frozen Fanta Blue Raspberry (Large),170,0,46,85.0,46.0
545,Mcdonalds,beverages,beverages,Hot Tea (Large),5,0,2,15.0,0.0
546,Mcdonalds,beverages,beverages,Hot Tea (Small),0,0,1,10.0,0.0
547,Mcdonalds,beverages,beverages,Southern Style Sweet Tea (Extra Small),80,0,20,10.0,20.0
548,Mcdonalds,beverages,beverages,Sweet Tea (Extra Small) No Ice,110,0,28,10.0,28.0
549,Mcdonalds,beverages,beverages,Southern Style Sweet Tea (Small),110,0,27,15.0,27.0
550,Mcdonalds,beverages,beverages,Southern Style Sweet Tea (Large),200,1,50,30.0,50.0
551,Mcdonalds,beverages,beverages,Southern Style Sweet Tea (Medium),150,0,36,20.0,36.0
552,Mcdonalds,beverages,beverages,Sweet Tea (Small) No Ice,170,1,42,15.0,42.0
553,Mcdonalds,beverages,beverages,Sweet Tea (Medium) No Ice,200,1,49,20.0,49.0
554,Mcdonalds,beverages,beverages,Southern Style Sweet Tea (Gallon),2110,4,521,140.0,521.0
555,Mcdonalds,beverages,beverages,Cherry Coca-Cola (Medium),230,0,59,60.0,59.0
556,Mcdonalds,beverages,beverages,Cherry Coca-Cola (Extra Small) No Ice,160,0,42,40.0,42.0
557,Mcdonalds,beverages,beverages,Cherry Coca-Cola (Extra Small),120,0,31,30.0,31.0
558,Mcdonalds,beverages,beverages,Cherry Coca-Cola (Medium) No Ice,280,0,73,70.0,73.0
559,Mcdonalds,beverages,beverages,Cherry Coca-Cola (Small) No Ice,210,0,56,55.0,56.0
